BBL,TotalFeeAmount,NumberOfComplaints,ModeFeeTypeName,ModeFeeTypeCount,ModeLifeCycleName,ModeLifeCycleCount,MeanFeeIssueDate
4013760032,600,3,Complaint,3,Building,3,2018-12-12 16:00:00
4013760053,5400,9,Route for Inspection,7,Building,9,2016-12-20 21:20:00
4013790047,200,1,VIOLATION,1,Building,1,2014-05-15 00:00:00
4014280037,200,1,Complaint,1,Building,1,2017-01-27 00:00:00
4014300057,800,4,VIOLATION,4,Building,4,2018-12-05 18:00:00
4014510047,400,2,Complaint,2,Building,2,2018-03-13 12:00:00
4014550041,200,1,Complaint,1,Building,1,2016-07-29 00:00:00
4014550050,200,1,Complaint,1,Building,1,2019-02-14 00:00:00
4014550065,200,1,Complaint,1,Building,1,2019-02-01 00:00:00
4014610035,200,1,Complaint,1,Building,1,2016-04-27 00:00:00
4014660039,1200,6,Complaint,6,Building,6,2018-11-02 20:00:00
4014670014,200,1,Complaint,1,Building,1,2016-03-04 00:00:00
4014680001,400,2,Complaint,2,Building,2,2018-12-25 00:00:00
4014690058,200,1,Complaint,1,Building,1,2018-11-02 00:00:00
4014770050,200,1,VIOLATION,1,Building,1,2018-12-03 00:00:00
4014780001,800,4,Complaint,4,Building,4,2018-05-17 18:00:00
4014920025,200,1,Complaint,1,Building,1,2017-11-18 00:00:00
4014970023,600,3,Complaint,3,Building,3,2016-11-03 00:00:00
4015057501,200,1,Complaint,1,Building,1,2018-12-21 00:00:00
4015080022,400,2,Complaint,2,Building,2,2017-09-16 00:00:00
4015110032,400,2,Complaint,2,Building,2,2018-07-12 00:00:00
4015170059,400,2,Complaint,2,Building,2,2016-09-23 00:00:00
4015180083,200,1,VIOLATION,1,Building,1,2018-11-05 00:00:00
4015250030,200,1,Complaint,1,Building,1,2016-12-31 00:00:00
4015277501,200,1,Complaint,1,Building,1,2017-02-27 00:00:00
4015450033,200,1,Complaint,1,Building,1,2017-12-18 00:00:00
4015510024,2400,12,Complaint,12,Building,12,2017-06-18 18:00:00
4015520013,2600,13,VIOLATION,13,Building,13,2016-10-30 16:36:55
4015530028,200,1,Complaint,1,Building,1,2016-09-21 00:00:00
4015560033,200,1,Complaint,1,Building,1,2018-04-15 00:00:00
4015600001,1400,7,Complaint,7,Building,7,2017-10-24 10:17:08
4015650042,600,3,VIOLATION,3,Building,3,2015-02-23 00:00:00
4015690001,200,1,Complaint,1,Building,1,2016-03-15 00:00:00
4015700001,200,1,Complaint,1,Building,1,2016-01-10 00:00:00
4015700037,12800,26,Route for Inspection,24,Building,26,2011-07-22 19:23:04
4015740001,200,1,Complaint,1,Building,1,2018-05-24 00:00:00
4015760053,200,1,VIOLATION,1,Building,1,2018-01-11 00:00:00
4015970040,200,1,Complaint,1,Building,1,2016-08-31 00:00:00
4016040046,400,2,VIOLATION,2,Building,2,2018-02-20 00:00:00
4016080053,21700,6,Route for Inspection,4,Building,6,2014-01-14 04:00:00
4016590067,400,2,Complaint,2,Building,2,2016-07-28 00:00:00
4016890029,4600,23,Complaint,21,Building,23,2016-06-10 05:13:02
4016970035,600,3,VIOLATION,3,Building,3,2017-10-21 16:00:00
4017040164,4800,6,Route for Inspection,4,Building,6,2011-08-14 00:00:00
4017040259,1400,7,VIOLATION,7,Building,7,2018-01-11 17:08:34
4017160022,4000,2,PROJECT BLDG,2,Building,2,2012-10-11 00:00:00
4017330046,400,2,VIOLATION,2,Building,2,2014-02-28 00:00:00
4017360028,200,1,Complaint,1,Building,1,2016-11-28 00:00:00
4017380044,1200,6,VIOLATION,6,Building,6,2014-01-01 08:00:00
4017420020,200,1,VIOLATION,1,Building,1,2014-02-06 00:00:00
4017440024,1000,5,VIOLATION,5,Building,5,2019-01-21 09:36:00
4017480031,5800,16,VIOLATION,13,Building,16,2014-07-25 00:00:00
4017550040,200,1,VIOLATION,1,Building,1,2015-03-23 00:00:00
4017610059,1800,9,VIOLATION,7,Building,9,2016-05-07 16:00:00
4017680061,13600,5,Route for Inspection,3,Building,5,2018-10-18 14:24:00
4017800073,600,3,VIOLATION,3,Building,3,2013-02-11 08:00:00
4017860017,2200,11,Complaint,9,Building,11,2017-12-28 10:54:32
4018550013,200,1,Complaint,1,Building,1,2017-02-21 00:00:00
4018620018,400,2,Complaint,2,Building,2,2018-12-20 12:00:00
4018810006,200,1,Complaint,1,Building,1,2019-02-04 00:00:00
4018960039,400,2,Complaint,1,Building,2,2017-02-14 12:00:00
4019020039,200,1,Complaint,1,Building,1,2019-02-07 00:00:00
4019060014,400,2,Complaint,2,Building,2,2016-01-14 00:00:00
4019090001,200,1,Complaint,1,Building,1,2018-05-05 00:00:00
4019100020,1000,5,Complaint,5,Building,5,2016-09-22 00:00:00
4019110001,200,1,Complaint,1,Building,1,2019-01-23 00:00:00
4019180045,200,1,VIOLATION,1,Building,1,2018-04-30 00:00:00
4019180052,200,1,Complaint,1,Building,1,2018-09-10 00:00:00
4019180060,200,1,VIOLATION,1,Building,1,2016-12-20 00:00:00
4019180072,200,1,Complaint,1,Building,1,2018-10-08 00:00:00
4019180080,600,3,Complaint,3,Building,3,2018-07-11 16:00:00
4019180095,200,1,Complaint,1,Building,1,2017-10-19 00:00:00
4019180105,200,1,Complaint,1,Building,1,2018-07-05 00:00:00
4019180107,200,1,Complaint,1,Building,1,2016-11-04 00:00:00
4019180110,200,1,Complaint,1,Building,1,2019-02-22 00:00:00
4019470001,600,3,Complaint,3,Building,3,2016-11-29 16:00:00
4019530056,2000,10,VIOLATION,10,Building,10,2018-03-16 04:48:00
4019660054,200,1,Complaint,1,Building,1,2017-03-03 00:00:00
4019740043,800,4,Complaint,3,Building,4,2016-10-27 18:00:00
4019770032,600,3,VIOLATION,2,Building,3,2015-09-22 00:00:00
4019830052,200,1,Complaint,1,Building,1,2016-09-14 00:00:00
4019840059,200,1,VIOLATION,1,Building,1,2015-12-07 00:00:00
4019860001,400,2,Complaint,2,Building,2,2017-05-03 12:00:00
4019980026,400,2,VIOLATION,2,Building,2,2013-01-17 12:00:00
4019990013,3200,2,PROJECT BLDG,1,Building,2,2016-07-11 12:00:00
4020090055,200,1,Complaint,1,Building,1,2018-07-22 00:00:00
4020110103,200,1,Complaint,1,Building,1,2018-03-30 00:00:00
4020150046,800,4,VIOLATION,3,Building,4,2018-05-02 12:00:00
4020820107,200,1,Complaint,1,Building,1,2016-05-22 00:00:00
4020900047,1600,8,Complaint,8,Building,8,2016-02-08 06:00:00
4021000021,600,3,Complaint,3,Building,3,2017-03-14 08:00:00
4021010001,600,3,Complaint,3,Building,3,2016-06-15 00:00:00
4021130034,400,2,Complaint,2,Building,2,2018-11-04 00:00:00
4021370024,1000,5,Complaint,3,Building,5,2018-09-24 00:00:00
4021370027,400,2,Complaint,2,Building,2,2018-05-01 12:00:00
4021460026,800,4,VIOLATION,3,Building,4,2015-10-23 18:00:00
4021480001,400,2,Complaint,2,Building,2,2017-03-24 00:00:00
4021560014,200,1,Complaint,1,Building,1,2016-09-02 00:00:00
4021590002,200,1,Complaint,1,Building,1,2018-11-02 00:00:00
4021670028,600,3,Complaint,3,Building,3,2018-01-01 16:00:00
4021810023,200,1,Complaint,1,Building,1,2017-02-21 00:00:00
4021820105,200,1,Complaint,1,Building,1,2018-02-28 00:00:00
4021860038,400,2,Complaint,2,Building,2,2017-01-01 12:00:00
4021860088,200,1,Complaint,1,Building,1,2018-03-19 00:00:00
4022100018,200,1,Complaint,1,Building,1,2017-05-15 00:00:00
4022120001,600,3,Complaint,3,Building,3,2016-09-21 00:00:00
4022650079,1000,5,Complaint,5,Building,5,2018-11-01 19:12:00
4022690020,400,2,Complaint,2,Building,2,2016-09-21 00:00:00
4022810001,400,2,Complaint,2,Building,2,2016-03-01 12:00:00
4022840003,2600,13,Complaint,9,Building,13,2017-05-26 11:04:36
4023190010,600,3,Complaint,3,Building,3,2017-10-31 08:00:00
4023220001,200,1,Complaint,1,Building,1,2018-05-17 00:00:00
4023760101,400,2,Complaint,2,Building,2,2018-08-20 00:00:00
4024740022,200,1,Complaint,1,Building,1,2017-06-08 00:00:00
4025380026,200,1,VIOLATION,1,Building,1,2016-02-25 00:00:00
4026410048,5000,7,VIOLATION,3,Building,7,2015-04-14 10:17:08
4026490125,200,1,VIOLATION,1,Building,1,2015-02-18 00:00:00
4027790044,200,1,VIOLATION,1,Building,1,2016-12-30 00:00:00
4028300022,200,1,VIOLATION,1,Building,1,2019-02-15 00:00:00
4028740002,600,3,Complaint,3,Building,3,2018-09-24 00:00:00
4030970038,400,2,Complaint,2,Building,2,2018-01-18 00:00:00
4030990016,400,2,Complaint,2,Building,2,2017-08-03 12:00:00
4031007501,200,1,Complaint,1,Building,1,2017-09-11 00:00:00
4031040070,200,1,Complaint,1,Building,1,2018-12-26 00:00:00
4031550001,600,3,Complaint,3,Building,3,2016-09-24 08:00:00
4031550027,200,1,Complaint,1,Building,1,2017-03-08 00:00:00
4031630015,200,1,Complaint,1,Building,1,2018-12-31 00:00:00
4031640038,200,1,Complaint,1,Building,1,2017-10-20 00:00:00
4031660006,3400,17,VIOLATION,13,Building,17,2016-12-25 12:42:21
4031660128,400,2,Complaint,2,Building,2,2018-04-30 12:00:00
4031680067,200,1,Complaint,1,Building,1,2016-04-04 00:00:00
4032330001,200,1,VIOLATION,1,Building,1,2015-03-06 00:00:00
4032927501,200,1,Complaint,1,Building,1,2018-12-16 00:00:00
4032930074,200,1,Complaint,1,Building,1,2018-05-25 00:00:00
4033210061,400,2,Complaint,2,Building,2,2017-07-24 12:00:00
4033220040,200,1,Complaint,1,Building,1,2018-04-20 00:00:00
4033220156,400,2,Complaint,2,Building,2,2016-07-21 12:00:00
4033397501,200,1,Complaint,1,Building,1,2017-06-01 00:00:00
4033400013,200,1,Complaint,1,Building,1,2019-02-28 00:00:00
4033550140,200,1,Complaint,1,Building,1,2017-05-25 00:00:00
4033609001,800,4,Complaint,4,Building,4,2018-06-17 06:00:00
4033710012,200,1,VIOLATION,1,Building,1,2017-04-19 00:00:00
4033730045,400,2,Complaint,2,Building,2,2018-01-17 00:00:00
4033730046,400,2,Complaint,2,Building,2,2017-10-19 12:00:00
4033790070,200,1,VIOLATION,1,Building,1,2019-02-01 00:00:00
4033830006,200,1,VIOLATION,1,Building,1,2015-02-06 00:00:00
4033830010,4200,3,PROJECT BLDG,2,Building,3,2012-07-24 16:00:00
4033840024,3400,4,PROJECT BLDG,2,Building,4,2016-01-19 12:00:00
4033890008,200,1,Complaint,1,Building,1,2019-01-07 00:00:00
4033940020,600,3,VIOLATION,3,Building,3,2014-05-19 00:00:00
4033940049,9200,18,Route for Inspection,14,Building,18,2014-03-21 06:40:00
4034020030,200,1,Complaint,1,Building,1,2018-07-08 00:00:00
4034070052,200,1,Complaint,1,Building,1,2017-01-19 00:00:00
4034270030,1000,5,Complaint,5,Building,5,2016-05-06 14:24:00
4034280057,200,1,Complaint,1,Building,1,2018-10-22 00:00:00
4034290048,400,2,Complaint,2,Building,2,2016-12-26 00:00:00
4034300001,400,2,VIOLATION,2,Building,2,2015-10-14 12:00:00
4034330008,800,4,Complaint,3,Building,4,2017-02-17 18:00:00
4034330066,1000,5,Complaint,5,Building,5,2018-05-06 19:12:00
4034370050,200,1,Complaint,1,Building,1,2018-05-22 00:00:00
4034410059,200,1,Complaint,1,Building,1,2016-12-10 00:00:00
4034420001,1400,7,VIOLATION,6,Building,7,2018-11-12 10:17:08
4034480052,200,1,Complaint,1,Building,1,2019-01-03 00:00:00
4034490041,14200,43,Route for Inspection,41,Building,43,2010-07-15 10:36:16
4034500029,200,1,Complaint,1,Building,1,2017-05-26 00:00:00
4034520006,400,2,Complaint,1,Building,2,2016-12-11 12:00:00
4034540016,12000,32,Route for Inspection,30,Building,32,2009-05-07 06:45:00
4034560001,200,1,Complaint,1,Building,1,2018-10-29 00:00:00
4034560013,800,4,Complaint,4,Building,4,2017-05-17 12:00:00
4034560019,6200,3,PROJECT BLDG,2,Building,3,2009-03-21 08:00:00
4034560044,400,2,VIOLATION,2,Building,2,2015-06-30 12:00:00
4034570057,200,1,Complaint,1,Building,1,2017-07-24 00:00:00
4034590043,200,1,Complaint,1,Building,1,2019-02-19 00:00:00
4034600009,200,1,VIOLATION,1,Building,1,2014-11-21 00:00:00
4034600021,7800,11,Route for Inspection,9,Building,11,2009-04-27 02:10:54
4034600047,400,2,VIOLATION,2,Building,2,2019-01-03 12:00:00
4034620030,200,1,Complaint,1,Building,1,2018-12-24 00:00:00
4034630027,200,1,Complaint,1,Building,1,2017-05-19 00:00:00
4034630042,8100,13,Route for Inspection,11,Building,13,2014-07-07 14:46:09
4034650001,600,3,Complaint,3,Building,3,2015-11-28 08:00:00
4034650040,4000,2,PROJECT BLDG,2,Building,2,2009-07-02 12:00:00
4034690015,200,1,Complaint,1,Building,1,2018-01-22 00:00:00
4034690017,800,4,Complaint,4,Building,4,2018-11-07 00:00:00
4034690047,4000,2,PROJECT BLDG,2,Building,2,2010-07-06 00:00:00
4034700046,200,1,Complaint,1,Building,1,2016-11-20 00:00:00
4034700052,600,3,Complaint,3,Building,3,2016-02-14 00:00:00
4034710066,200,1,Complaint,1,Building,1,2019-01-25 00:00:00
4034720006,800,4,Complaint,4,Building,4,2017-11-23 12:00:00
4034720038,600,3,Complaint,3,Building,3,2017-10-12 08:00:00
4034770031,400,2,Complaint,2,Building,2,2017-03-23 12:00:00
4034860026,200,1,Complaint,1,Building,1,2018-11-16 00:00:00
4035300019,200,1,Complaint,1,Building,1,2017-08-14 00:00:00
4035360031,1000,5,VIOLATION,5,Building,5,2017-12-28 09:36:00
4035400040,3200,3,PROJECT BLDG,2,Building,3,2012-07-21 08:00:00
4035420085,4400,4,PROJECT BLDG,2,Building,4,2011-02-08 00:00:00
4035450027,800,4,Complaint,4,Building,4,2018-02-24 06:00:00
4035460037,200,1,Complaint,1,Building,1,2017-11-20 00:00:00
4035460074,400,2,Complaint,2,Building,2,2018-09-25 12:00:00
4035470003,1000,5,VIOLATION,5,Building,5,2014-02-14 09:36:00
4035500007,200,1,Complaint,1,Building,1,2016-12-23 00:00:00
4035540069,7200,8,Route for Inspection,6,Building,8,2009-03-31 09:00:00
4035540071,200,1,Complaint,1,Building,1,2018-05-19 00:00:00
4035670007,600,3,Complaint,3,Building,3,2016-10-10 08:00:00
4035740001,200,1,Complaint,1,Building,1,2016-10-22 00:00:00
4035740051,200,1,Complaint,1,Building,1,2018-12-09 00:00:00
4035740055,200,1,Complaint,1,Building,1,2018-09-04 00:00:00
4035870011,200,1,VIOLATION,1,Building,1,2018-04-02 00:00:00
4035920044,200,1,Complaint,1,Building,1,2017-10-22 00:00:00
4036000009,200,1,VIOLATION,1,Building,1,2016-11-25 00:00:00
4036130014,400,2,Complaint,2,Building,2,2017-03-02 00:00:00
4036140023,600,3,VIOLATION,3,Building,3,2013-10-21 08:00:00
4036190027,200,1,VIOLATION,1,Building,1,2016-03-14 00:00:00
4036190044,200,1,Complaint,1,Building,1,2017-02-01 00:00:00
4036190059,200,1,Complaint,1,Building,1,2017-05-30 00:00:00
4036280017,200,1,Complaint,1,Building,1,2018-06-29 00:00:00
4036480028,200,1,Complaint,1,Building,1,2016-06-12 00:00:00
4036760028,200,1,Complaint,1,Building,1,2018-04-28 00:00:00
4036760037,200,1,Complaint,1,Building,1,2016-05-16 00:00:00
4036770009,400,2,Complaint,2,Building,2,2017-08-21 00:00:00
4036800016,400,2,Complaint,2,Building,2,2016-02-08 00:00:00
4036860028,800,4,VIOLATION,3,Building,4,2018-08-28 12:00:00
4037740027,12400,4,PROJECT BLDG,2,Building,4,2015-07-15 18:00:00
4038180032,200,1,Complaint,1,Building,1,2016-03-03 00:00:00
4038800097,400,2,Complaint,2,Building,2,2017-02-26 12:00:00
4039070975,200,1,Complaint,1,Building,1,2018-10-13 00:00:00
4040510001,600,3,VIOLATION,3,Building,3,2015-10-23 00:00:00
4040860001,800,4,Complaint,4,Building,4,2017-05-01 00:00:00
4042340050,200,1,Complaint,1,Building,1,2018-08-25 00:00:00
4044280034,200,1,VIOLATION,1,Building,1,2017-01-03 00:00:00
4049950001,200,1,Complaint,1,Building,1,2016-07-22 00:00:00
4050020042,200,1,Complaint,1,Building,1,2018-05-31 00:00:00
4050040006,1200,6,Complaint,6,Building,6,2017-01-03 16:00:00
4050050064,800,4,Complaint,4,Building,4,2016-04-18 12:00:00
4050150006,200,1,Complaint,1,Building,1,2016-10-16 00:00:00
4050240075,200,1,Complaint,1,Building,1,2017-01-09 00:00:00
4050250050,600,3,Complaint,3,Building,3,2017-12-25 16:00:00
4050490038,200,1,Complaint,1,Building,1,2016-12-23 00:00:00
4050500001,1000,5,Complaint,5,Building,5,2018-12-17 09:36:00
4050510001,400,2,Complaint,2,Building,2,2016-12-09 00:00:00
4050550010,400,2,Complaint,2,Building,2,2016-01-13 00:00:00
4051027502,200,1,VIOLATION,1,Building,1,2015-09-01 00:00:00
4051050046,800,4,VIOLATION,4,Building,4,2017-10-20 00:00:00
4051347501,400,2,Complaint,2,Building,2,2016-11-19 12:00:00
4051450055,200,1,Complaint,1,Building,1,2018-05-11 00:00:00
4051460001,200,1,Complaint,1,Building,1,2017-10-05 00:00:00
4051460036,400,2,Complaint,2,Building,2,2018-12-14 00:00:00
4051810006,200,1,Complaint,1,Building,1,2017-06-22 00:00:00
4051820074,800,4,Complaint,4,Building,4,2017-09-10 00:00:00
4051830020,2800,14,Complaint,10,Building,14,2017-07-21 01:42:51
4051850014,1400,7,Complaint,7,Building,7,2018-07-11 20:34:17
4051860046,200,1,Complaint,1,Building,1,2018-07-09 00:00:00
4052630021,800,4,Complaint,4,Building,4,2017-10-22 00:00:00
4053017501,200,1,VIOLATION,1,Building,1,2017-11-24 00:00:00
4053310001,400,2,Complaint,2,Building,2,2016-08-09 12:00:00
4053900022,200,1,VIOLATION,1,Building,1,2013-09-27 00:00:00
4053900024,2600,13,Complaint,13,Building,13,2017-09-01 07:23:04
4054140034,200,1,Complaint,1,Building,1,2018-12-05 00:00:00
4054160036,400,2,Complaint,2,Building,2,2018-01-05 12:00:00
4054160044,200,1,Complaint,1,Building,1,2019-02-11 00:00:00
4054230006,200,1,VIOLATION,1,Building,1,2015-01-07 00:00:00
4057410068,1000,5,Complaint,4,Building,5,2017-11-05 00:00:00
4060770051,200,1,Complaint,1,Building,1,2017-08-15 00:00:00
4062630014,200,1,Complaint,1,Building,1,2018-04-04 00:00:00
4065427501,600,3,Complaint,3,Building,3,2017-12-21 08:00:00
4066650024,200,1,Complaint,1,Building,1,2018-05-23 00:00:00
4066790006,800,4,Complaint,4,Building,4,2018-10-12 12:00:00
4066810001,200,1,VIOLATION,1,Building,1,2015-03-02 00:00:00
4066830017,400,2,VIOLATION,2,Building,2,2014-02-10 00:00:00
4067040001,200,1,Complaint,1,Building,1,2017-10-04 00:00:00
4067110027,600,3,Complaint,3,Building,3,2017-11-23 16:00:00
4067150002,800,4,Complaint,4,Building,4,2018-01-18 00:00:00
4067970054,200,1,Complaint,1,Building,1,2018-09-24 00:00:00
4068017503,400,2,Complaint,2,Building,2,2017-02-04 00:00:00
4068350012,400,2,Complaint,2,Building,2,2018-10-05 12:00:00
4068630355,200,1,Complaint,1,Building,1,2016-03-10 00:00:00
4068930061,800,4,VIOLATION,4,Building,4,2017-12-21 06:00:00
4070010071,200,1,VIOLATION,1,Building,1,2017-03-02 00:00:00
4073140017,3600,5,Route for Inspection,3,Building,5,2010-12-11 14:24:00
4073290045,200,1,Complaint,1,Building,1,2017-08-09 00:00:00
4079330010,200,1,Complaint,1,Building,1,2018-06-08 00:00:00
4079480090,400,2,VIOLATION,2,Building,2,2014-05-03 12:00:00
4086970024,200,1,Complaint,1,Building,1,2016-06-21 00:00:00
4088690040,200,1,Complaint,1,Building,1,2016-01-05 00:00:00
4088760006,400,2,Complaint,2,Building,2,2018-12-24 00:00:00
4088840023,200,1,Complaint,1,Building,1,2019-02-25 00:00:00
4088870017,200,1,Complaint,1,Building,1,2016-03-21 00:00:00
4088920059,200,1,Complaint,1,Building,1,2016-04-18 00:00:00
4088980019,200,1,VIOLATION,1,Building,1,2014-03-31 00:00:00
4088980024,200,1,VIOLATION,1,Building,1,2015-12-01 00:00:00
4089150038,5400,27,Complaint,27,Building,27,2018-05-18 23:06:40
4089170034,200,1,VIOLATION,1,Building,1,2014-02-28 00:00:00
4089400096,400,2,VIOLATION,2,Building,2,2012-12-01 12:00:00
4089420027,1000,5,VIOLATION,4,Building,5,2015-11-01 00:00:00
4089420062,400,2,VIOLATION,2,Building,2,2016-12-02 12:00:00
4089430007,600,3,VIOLATION,3,Building,3,2019-02-15 16:00:00
4089500049,400,2,Complaint,2,Building,2,2018-08-21 00:00:00
4089570017,200,1,Complaint,1,Building,1,2016-05-09 00:00:00
4089590083,600,3,VIOLATION,3,Building,3,2017-02-04 08:00:00
4089650108,200,1,VIOLATION,1,Building,1,2013-05-28 00:00:00
4089680045,200,1,Complaint,1,Building,1,2018-06-11 00:00:00
4090810070,200,1,VIOLATION,1,Building,1,2014-03-10 00:00:00
4090850014,200,1,VIOLATION,1,Building,1,2014-09-22 00:00:00
4090870042,4400,4,PROJECT BLDG,2,Building,4,2014-02-06 18:00:00
4090880002,600,3,VIOLATION,3,Building,3,2015-04-05 16:00:00
4090880003,3200,3,PROJECT BLDG,2,Building,3,2015-09-06 16:00:00
4091550018,400,2,Complaint,2,Building,2,2016-10-18 00:00:00
4091690008,600,3,Complaint,2,Building,3,2016-04-05 00:00:00
4091750077,200,1,Complaint,1,Building,1,2017-11-09 00:00:00
4091850048,200,1,Complaint,1,Building,1,2016-01-12 00:00:00
4092230034,400,2,Complaint,2,Building,2,2016-08-25 00:00:00
4092780073,1000,5,Complaint,4,Building,5,2018-04-29 19:12:00
4092790093,200,1,VIOLATION,1,Building,1,2019-02-19 00:00:00
4092810044,200,1,Complaint,1,Building,1,2018-08-27 00:00:00
4092880013,2000,10,Complaint,10,Building,10,2017-06-10 19:12:00
4092880107,200,1,VIOLATION,1,Building,1,2018-11-14 00:00:00
4092890003,200,1,Complaint,1,Building,1,2016-10-10 00:00:00
4092970076,7200,8,Route for Inspection,6,Building,8,2010-03-20 18:00:00
4093000093,3000,2,PROJECT BLDG,2,Building,2,2009-06-30 00:00:00
4093120010,200,1,VIOLATION,1,Building,1,2013-12-11 00:00:00
4093200118,2400,12,Complaint,8,Building,12,2017-06-07 16:00:00
4093290006,200,1,Complaint,1,Building,1,2016-09-04 00:00:00
4093340013,5000,12,Route for Inspection,10,Building,12,2009-12-08 08:00:00
4093350018,200,1,Complaint,1,Building,1,2016-02-27 00:00:00
4093350026,400,2,VIOLATION,2,Building,2,2016-04-24 00:00:00
4093510001,600,3,Complaint,3,Building,3,2018-01-05 16:00:00
4093950048,600,3,VIOLATION,3,Building,3,2016-12-22 00:00:00
4094080027,400,2,VIOLATION,2,Building,2,2016-06-21 12:00:00
4094150052,400,2,Complaint,2,Building,2,2018-07-23 12:00:00
4094160054,200,1,VIOLATION,1,Building,1,2014-01-30 00:00:00
4094190024,600,3,Complaint,3,Building,3,2017-12-13 08:00:00
4094310053,200,1,Complaint,1,Building,1,2018-11-02 00:00:00
4094320003,200,1,Complaint,1,Building,1,2018-07-16 00:00:00
4094380053,1000,5,VIOLATION,5,Building,5,2015-01-30 14:24:00
4094660038,200,1,Complaint,1,Building,1,2017-04-29 00:00:00
4094920038,3000,2,PROJECT BLDG,2,Building,2,2015-10-02 00:00:00
4095020003,200,1,VIOLATION,1,Building,1,2017-10-30 00:00:00
4095130030,200,1,VIOLATION,1,Building,1,2013-05-17 00:00:00
4095240012,3000,2,PROJECT BLDG,2,Building,2,2012-09-11 12:00:00
4095310019,200,1,Complaint,1,Building,1,2019-01-04 00:00:00
4095380045,200,1,Complaint,1,Building,1,2018-10-05 00:00:00
4095590020,200,1,Complaint,1,Building,1,2018-12-28 00:00:00
4095900048,200,1,Complaint,1,Building,1,2018-06-07 00:00:00
4096070065,200,1,Complaint,1,Building,1,2018-11-04 00:00:00
4096150029,200,1,VIOLATION,1,Building,1,2014-10-20 00:00:00
4096600030,200,1,Complaint,1,Building,1,2016-05-31 00:00:00
4096930029,400,2,Complaint,2,Building,2,2016-06-11 00:00:00
4096940005,1800,9,VIOLATION,8,Building,9,2014-03-13 16:00:00
4096950001,400,2,VIOLATION,2,Building,2,2017-05-22 00:00:00
4096970001,1000,5,VIOLATION,5,Building,5,2017-01-10 09:36:00
4097020062,1400,7,Complaint,6,Building,7,2017-01-11 06:51:25
4097020067,400,2,Complaint,2,Building,2,2017-05-26 00:00:00
4097040050,400,2,Complaint,1,Building,2,2017-10-30 12:00:00
4097110056,200,1,Complaint,1,Building,1,2018-09-14 00:00:00
4097130122,600,3,Complaint,3,Building,3,2017-11-30 00:00:00
4097150188,200,1,Complaint,1,Building,1,2016-04-12 00:00:00
4097160126,400,2,Complaint,2,Building,2,2016-03-21 00:00:00
4097320124,200,1,VIOLATION,1,Building,1,2014-02-06 00:00:00
4097610048,200,1,Complaint,1,Building,1,2017-06-08 00:00:00
4097670005,400,2,VIOLATION,2,Building,2,2018-12-29 12:00:00
4097910219,200,1,Complaint,1,Building,1,2016-06-02 00:00:00
4097930033,200,1,Complaint,1,Building,1,2018-11-19 00:00:00
4098040048,600,3,VIOLATION,3,Building,3,2013-03-12 08:00:00
4098070073,800,4,Complaint,2,Building,4,2015-02-07 18:00:00
4098080014,400,2,Complaint,2,Building,2,2017-03-29 00:00:00
4098140001,200,1,Complaint,1,Building,1,2017-06-16 00:00:00
4098190003,1000,5,Complaint,5,Building,5,2016-12-08 14:24:00
4098300030,400,2,Complaint,2,Building,2,2016-05-08 00:00:00
4098340014,200,1,Complaint,1,Building,1,2017-04-13 00:00:00
4098360001,123300,24,Route for Inspection,17,Building,24,2018-07-28 04:00:00
4098370080,600,3,Complaint,3,Building,3,2017-03-16 08:00:00
4098440005,200,1,Complaint,1,Building,1,2017-12-19 00:00:00
4098540011,400,2,VIOLATION,2,Building,2,2017-07-19 00:00:00
4098590088,200,1,Complaint,1,Building,1,2016-05-10 00:00:00
4098940058,200,1,Complaint,1,Building,1,2016-11-11 00:00:00
4098950012,400,2,VIOLATION,2,Building,2,2013-04-25 00:00:00
4099020020,200,1,VIOLATION,1,Building,1,2014-05-13 00:00:00
4099060026,800,4,VIOLATION,4,Building,4,2014-04-19 18:00:00
4099310027,400,2,VIOLATION,2,Building,2,2014-02-10 00:00:00
4099377501,400,2,Complaint,2,Building,2,2018-02-23 00:00:00
4099840010,200,1,Complaint,1,Building,1,2016-02-25 00:00:00
4100080008,200,1,Complaint,1,Building,1,2016-10-15 00:00:00
4100110031,600,3,VIOLATION,3,Building,3,2014-08-23 16:00:00
4100140005,3000,2,PROJECT BLDG,2,Building,2,2013-09-09 12:00:00
4100180061,1000,5,VIOLATION,3,Building,5,2016-01-16 00:00:00
4100430022,3600,5,Route for Inspection,3,Building,5,2014-12-24 04:48:00
4100870025,400,2,VIOLATION,2,Building,2,2014-12-21 12:00:00
4100880006,200,1,Complaint,1,Building,1,2018-07-25 00:00:00
4100880019,200,1,VIOLATION,1,Building,1,2018-06-06 00:00:00
4100880025,400,2,VIOLATION,2,Building,2,2014-03-25 00:00:00
4100890013,200,1,VIOLATION,1,Building,1,2013-03-01 00:00:00
4101100006,200,1,Complaint,1,Building,1,2018-05-30 00:00:00
4101210068,400,2,Complaint,2,Building,2,2018-09-10 12:00:00
4101240038,200,1,Complaint,1,Building,1,2017-06-16 00:00:00
4101240039,18600,39,Route for Inspection,30,Building,39,2015-02-26 00:36:55
4101290028,200,1,VIOLATION,1,Land,1,2013-12-11 00:00:00
4101290034,200,1,VIOLATION,1,Building,1,2018-06-29 00:00:00
4101310059,200,1,VIOLATION,1,Building,1,2017-01-30 00:00:00
